PROJNUM,Total_Terrain_Types,Terrain_Type_List
20130416,5,"instream, riparian, passage, road, upland"
20130438,2,"riparian, upland"
20130441,2,"upland, wetland"
20130443,2,"passage, road"
20130453,2,"riparian, upland"
20130454,2,"riparian, upland"
20130465,2,"riparian, upland"
20130467,2,"riparian, upland"
20130498,3,"instream, riparian, passage"
20130505,2,"upland, wetland"
20130508,2,"riparian, passage"
20130515,3,"instream, riparian, passage"
20130517,2,"passage, road"
20130520,3,"instream, passage, road"
20130629,2,"instream, riparian"
20130630,2,"riparian, road"
20140003,2,"passage, estuarine"
20140006,3,"riparian, upland, wetland"
20140008,2,"riparian, upland"
20140009,2,"riparian, upland"
20140010,2,"riparian, upland"
20140020,3,"riparian, upland, wetland"
20140024,3,"instream, riparian, passage"
20140053,2,"riparian, wetland"
20140056,2,"riparian, upland"
20140060,2,"riparian, upland"
20140066,2,"riparian, upland"
20140067,2,"riparian, upland"
20140071,2,"riparian, upland"
20140087,2,"passage, road"
20140089,2,"instream, riparian"
20140091,4,"instream, riparian, passage, road"
20140103,2,"instream, passage"
20140104,2,"instream, riparian"
20140118,2,"instream, estuarine"
20140121,3,"instream, riparian, road"
20140122,4,"instream, riparian, passage, road"
20140127,3,"riparian, passage, upland"
20140160,3,"instream, riparian, passage"
20140162,3,"riparian, passage, road"
20140164,2,"passage, flow"
20140165,2,"instream, riparian"
20140169,2,"riparian, passage"
20140175,2,"riparian, passage"
20140176,2,"riparian, upland"
20140188,2,"instream, riparian"
20140197,2,"instream, riparian"
20140202,2,"riparian, upland"
20140203,2,"riparian, upland"
20140205,2,"riparian, upland"
20140212,2,"road, upland"
20140220,2,"riparian, wetland"
20140241,2,"instream, riparian"
20140243,2,"riparian, upland"
20140251,2,"instream, riparian"
20140260,2,"upland, screening"
20140263,2,"instream, riparian"
20140277,3,"instream, riparian, passage"
20140279,3,"instream, riparian, passage"
20140281,4,"instream, riparian, passage, road"
20140282,2,"riparian, upland"
20140285,2,"instream, riparian"
20140288,3,"riparian, upland, wetland"
20140289,2,"instream, riparian"
20140290,2,"instream, riparian"
20140291,3,"instream, riparian, passage"
20140293,4,"riparian, passage, road, wetland"
20140296,4,"instream, riparian, passage, road"
20140303,2,"instream, passage"
20140333,2,"instream, wetland"
20140338,2,"passage, screening"
20140345,2,"instream, passage"
20140349,2,"instream, passage"
20140353,4,"riparian, passage, upland, wetland"
20140356,4,"instream, road, upland, wetland"
20140363,3,"instream, riparian, passage"
20140376,2,"riparian, upland"
20140387,2,"passage, road"
20140388,3,"instream, riparian, upland"
20140390,2,"riparian, upland"
20140393,3,"passage, wetland, estuarine"
20140395,2,"passage, road"
20140401,2,"instream, passage"
20140410,2,"instream, road"
20140413,2,"upland, wetland"
20140416,2,"instream, passage"
20140419,2,"instream, passage"
20140422,2,"instream, road"
20140423,2,"riparian, upland"
20140424,2,"upland, estuarine"
20140431,2,"instream, road"
20140432,2,"instream, riparian"
20140434,2,"passage, screening"
20140443,2,"passage, road"
20140448,2,"passage, road"
20140485,2,"passage, upland"
20140486,2,"instream, passage"
20140500,2,"riparian, upland"
20140502,2,"instream, passage"
20140509,2,"riparian, upland"
20140529,2,"instream, riparian"
20140536,3,"instream, riparian, upland"
20140547,2,"riparian, upland"
20140553,2,"riparian, upland"
20140556,2,"instream, riparian"
20140557,2,"riparian, upland"
20150003,2,"riparian, upland"
20150005,2,"riparian, upland"
20150013,2,"riparian, upland"
20150014,2,"instream, riparian"
20150020,2,"riparian, upland"
20150022,2,"instream, riparian"
20150026,2,"instream, riparian"
20150029,2,"instream, passage"
20150037,2,"riparian, upland"
20150038,2,"upland, wetland"
20150039,2,"upland, wetland"
20150058,2,"upland, wetland"
20150067,2,"riparian, upland"
20150068,2,"riparian, wetland"
20150077,2,"riparian, upland"
20150090,2,"instream, riparian"
20150104,2,"instream, riparian"
20150106,3,"instream, riparian, upland"
20150110,2,"riparian, upland"
20150111,3,"instream, riparian, passage"
20150112,2,"instream, riparian"
20150113,3,"instream, riparian, wetland"
20150126,2,"upland, estuarine"
20150134,2,"instream, riparian"
20150135,2,"riparian, upland"
20150137,2,"riparian, wetland"
20150139,4,"instream, riparian, passage, wetland"
20150140,2,"riparian, upland"
20150141,2,"riparian, upland"
20150144,2,"instream, riparian"
20150145,2,"instream, riparian"
20150152,3,"instream, riparian, road"
20150153,6,"instream, riparian, passage, upland, screening, flow"
20150155,2,"riparian, passage"
20150159,2,"upland, screening"
20150161,2,"riparian, upland"
20150162,3,"riparian, passage, screening"
20150164,2,"riparian, wetland"
20150169,2,"instream, riparian"
20150178,2,"instream, riparian"
20150202,3,"instream, riparian, passage"
20150205,5,"instream, riparian, passage, upland, wetland"
20150206,2,"riparian, upland"
20150209,2,"riparian, upland"
20150215,2,"instream, riparian"
20150218,2,"riparian, upland"
20150224,4,"instream, riparian, upland, wetland"
20150226,2,"riparian, upland"
20150232,2,"instream, riparian"
20150234,2,"riparian, upland"
20150236,3,"instream, riparian, upland"
20150247,2,"instream, riparian"
20150256,3,"instream, riparian, upland"
20150262,2,"riparian, upland"
20150263,4,"riparian, passage, upland, screening"
20150267,2,"instream, passage"
20150272,2,"riparian, upland"
20150289,2,"passage, road"
20150306,2,"instream, passage"
20150343,2,"passage, road"
20150346,4,"riparian, upland, wetland, estuarine"
20150354,2,"instream, passage"
20150355,2,"riparian, passage"
20150356,2,"instream, riparian"
20150358,2,"instream, riparian"
20150359,3,"instream, passage, road"
20150363,2,"instream, riparian"
20150368,2,"riparian, upland"
20150372,2,"instream, riparian"
20150376,3,"instream, riparian, wetland"
20150380,2,"riparian, upland"
20150395,2,"road, upland"
20150403,2,"riparian, upland"
20150405,2,"instream, riparian"
20150406,2,"instream, riparian"
20150414,2,"passage, road"
20150415,3,"instream, riparian, passage"
20150416,4,"instream, riparian, passage, road"
20150417,4,"instream, riparian, passage, road"
20150437,2,"riparian, wetland"
20150442,2,"riparian, upland"
20150445,4,"instream, passage, road, wetland"
20150446,2,"riparian, upland"
20150447,2,"riparian, upland"
20150453,4,"instream, riparian, passage, upland"
20150459,2,"instream, upland"
20150463,2,"riparian, upland"
20150471,2,"riparian, upland"
20150548,2,"riparian, upland"
20150549,3,"road, upland, wetland"
20150551,2,"instream, riparian"
20150552,2,"instream, riparian"
20150561,2,"riparian, upland"
20150565,2,"passage, road"
20150574,2,"passage, screening"
20150581,2,"instream, passage"
20160012,2,"upland, wetland"
20160013,2,"riparian, upland"
20160016,2,"upland, wetland"
20160017,2,"riparian, upland"
20160024,2,"riparian, upland"
20160025,2,"riparian, upland"
20160026,2,"riparian, upland"
20160031,2,"riparian, upland"
20160040,2,"instream, wetland"
20160044,3,"instream, riparian, passage"
20160047,2,"riparian, upland"
20160051,3,"instream, riparian, wetland"
20160056,2,"riparian, upland"
20160057,3,"instream, riparian, passage"
20160062,2,"riparian, upland"
20160073,3,"instream, riparian, passage"
20160081,3,"riparian, upland, wetland"
20160109,3,"instream, passage, road"
20160173,2,"upland, flow"
20160175,2,"instream, passage"
20160176,4,"instream, riparian, passage, road"
20160177,2,"riparian, upland"
20160190,2,"instream, passage"
20160194,2,"instream, road"
20160195,2,"riparian, upland"
20160196,3,"instream, riparian, screening"
20160202,2,"instream, riparian"
20160203,4,"instream, riparian, passage, wetland"
20160204,2,"riparian, upland"
20160212,3,"instream, passage, wetland"
20160219,2,"passage, screening"
20160224,4,"instream, riparian, passage, upland"
20160228,2,"riparian, upland"
20160236,2,"riparian, upland"
20160237,2,"riparian, upland"
20160238,4,"instream, riparian, upland, wetland"
20160244,3,"instream, riparian, screening"
20160248,2,"riparian, upland"
20160252,2,"riparian, upland"
20160257,2,"riparian, upland"
20160261,2,"instream, riparian"
20160262,2,"riparian, upland"
20160265,2,"instream, passage"
20160273,2,"passage, flow"
20160280,3,"riparian, upland, wetland"
20160281,2,"instream, riparian"
20160284,3,"instream, riparian, passage"
20160290,2,"instream, riparian"
20160294,3,"instream, passage, road"
20160306,4,"instream, riparian, passage, upland"
20160321,3,"instream, riparian, wetland"
20160326,2,"passage, road"
20160327,2,"instream, road"
20160331,2,"instream, road"
20160337,2,"riparian, upland"
20160343,2,"instream, riparian"
20160351,3,"instream, riparian, wetland"
20160352,2,"instream, riparian"
20160353,2,"riparian, upland"
20160356,2,"instream, passage"
20160357,2,"instream, riparian"
20160358,2,"riparian, upland"
20160373,3,"instream, riparian, road"
20160381,2,"instream, riparian"
20160385,4,"instream, riparian, passage, wetland"
20160391,2,"riparian, upland"
20160392,2,"instream, riparian"
20160394,3,"instream, riparian, wetland"
20160397,2,"instream, riparian"
20160398,3,"instream, riparian, road"
20160399,2,"instream, road"
20160405,2,"riparian, upland"
20160408,2,"passage, upland"
20160412,2,"instream, riparian"
20160413,2,"instream, riparian"
20160414,4,"instream, riparian, passage, upland"
20160415,2,"riparian, road"
20160416,2,"passage, upland"
20160421,3,"instream, riparian, passage"
20160422,2,"riparian, upland"
20160423,3,"instream, riparian, upland"
20160426,2,"passage, upland"
20160429,2,"riparian, upland"
20160434,2,"riparian, upland"
20160437,2,"upland, wetland"
20160440,2,"riparian, upland"
20160446,2,"road, upland"
20170016,2,"road, upland"
20170017,2,"instream, riparian"
20170021,2,"riparian, upland"
20170022,2,"riparian, upland"
20170030,2,"riparian, upland"
20170034,2,"riparian, upland"
20170037,2,"instream, riparian"
20170044,2,"riparian, upland"
20170045,2,"upland, wetland"
20170048,2,"riparian, upland"
20170052,2,"riparian, upland"
20170053,2,"riparian, upland"
20170054,2,"upland, screening"
20170060,2,"instream, riparian"
20170062,2,"riparian, upland"
20170075,3,"riparian, passage, upland"
20170078,2,"upland, urban"
20170084,3,"passage, upland, screening"
20170087,2,"instream, riparian"
20170092,3,"instream, riparian, passage"
20170097,2,"riparian, wetland"
20170098,2,"instream, riparian"
20170099,2,"riparian, upland"
20170103,3,"instream, passage, estuarine"
20170104,2,"instream, riparian"
20170106,4,"instream, riparian, passage, screening"
20170111,2,"instream, riparian"
20170112,3,"instream, riparian, road"
20170119,2,"riparian, upland"
20170122,2,"passage, screening"
20170125,3,"riparian, upland, wetland"
20170126,2,"riparian, upland"
20170128,2,"riparian, upland"
20170130,2,"passage, screening"
20170138,3,"riparian, upland, wetland"
20170139,3,"riparian, upland, wetland"
20170142,2,"passage, screening"
20170143,3,"riparian, upland, wetland"
20170151,2,"riparian, upland"
20170161,2,"riparian, upland"
20170162,3,"instream, riparian, upland"
20170172,3,"instream, passage, road"
20170173,2,"riparian, upland"
20170214,2,"instream, riparian"
20170218,2,"upland, wetland"
20170224,2,"riparian, upland"
20170232,2,"riparian, upland"
20170240,2,"riparian, estuarine"
20170246,2,"riparian, upland"
20170255,2,"passage, road"
20170258,5,"instream, riparian, passage, road, wetland"
20170275,2,"passage, screening"
20170276,2,"riparian, upland"
20170281,2,"instream, passage"
20170285,2,"riparian, upland"
20170292,3,"passage, wetland, screening"
20170299,2,"instream, riparian"
20170300,2,"instream, riparian"
20170302,3,"riparian, passage, upland"
20170356,2,"riparian, upland"
20170359,3,"instream, riparian, passage"
20170361,3,"instream, riparian, passage"
20170362,2,"riparian, upland"
20170367,2,"riparian, upland"
20170368,2,"riparian, upland"
20170371,2,"riparian, upland"
20170375,2,"riparian, upland"
20180101,3,"instream, riparian, passage"
20180103,2,"passage, wetland"
20180104,2,"instream, road"
20180105,2,"riparian, upland"
20180107,2,"instream, riparian"
20180108,2,"riparian, upland"
20180109,2,"instream, riparian"
20180116,2,"riparian, upland"
20180117,2,"instream, riparian"
20180123,2,"instream, riparian"
20180126,2,"riparian, upland"
20180132,2,"passage, screening"
20180152,2,"riparian, upland"
20180154,2,"riparian, upland"
20180155,2,"riparian, upland"
20180159,3,"riparian, upland, wetland"
20180172,2,"instream, riparian"
20180179,2,"riparian, upland"
20180180,3,"instream, riparian, wetland"
20180181,4,"instream, riparian, passage, road"
20180184,2,"passage, wetland"
20180190,2,"riparian, upland"
20180201,2,"riparian, upland"
20180204,2,"riparian, upland"
20180209,2,"riparian, upland"
20180211,2,"instream, passage"
20180212,2,"instream, riparian"
20180215,2,"riparian, upland"
20180217,2,"instream, riparian"
20180221,2,"riparian, upland"
20180222,2,"upland, wetland"
20180224,2,"upland, wetland"
20180227,3,"riparian, passage, upland"
20180231,2,"riparian, upland"
20180240,2,"riparian, upland"
20180241,2,"instream, riparian"
20180244,3,"instream, riparian, passage"
20180246,2,"riparian, estuarine"
20180261,2,"instream, upland"
20180264,2,"instream, road"
20180268,2,"instream, riparian"
20180403,2,"riparian, upland"
20180422,3,"instream, riparian, upland"
20180423,2,"riparian, passage"
20180424,2,"instream, passage"
20180425,2,"passage, upland"
20180426,4,"instream, riparian, passage, upland"
20180428,2,"riparian, upland"
20180429,2,"passage, screening"
20180444,2,"riparian, upland"
20180445,3,"riparian, upland, wetland"
20180471,3,"instream, riparian, upland"
20180473,2,"instream, road"
20180474,2,"passage, road"
20180476,2,"passage, road"
20180479,2,"instream, road"
20180481,2,"instream, riparian"
20180482,2,"riparian, upland"
20180483,2,"upland, wetland"
20180498,2,"riparian, urban"
20180503,4,"instream, riparian, passage, upland"
20180504,4,"instream, riparian, passage, screening"
20180506,4,"instream, riparian, upland, wetland"
20180508,2,"instream, riparian"
20180514,2,"instream, passage"
20180515,3,"instream, riparian, upland"
20180519,2,"riparian, upland"
20180520,2,"riparian, upland"
20180525,2,"riparian, upland"
20180527,2,"riparian, upland"
20180528,2,"riparian, upland"
20180531,3,"riparian, upland, wetland"
20190003,2,"instream, riparian"
20190005,2,"riparian, upland"
20190019,2,"riparian, upland"
20190021,2,"riparian, upland"
20190023,2,"riparian, upland"
20190028,2,"riparian, upland"
20190031,2,"riparian, upland"
20190035,2,"instream, upland"
20190042,2,"riparian, upland"
20190048,3,"riparian, upland, wetland"
20190059,3,"instream, riparian, road"
20190067,2,"upland, wetland"
20190068,2,"riparian, upland"
20190071,3,"instream, riparian, wetland"
20190072,2,"riparian, passage"
20190074,2,"riparian, upland"
20190079,2,"passage, road"
20190094,2,"instream, riparian"
20190099,4,"instream, riparian, passage, upland"
20190106,3,"riparian, upland, wetland"
20190115,2,"riparian, upland"
20190126,2,"instream, road"
20190128,2,"instream, riparian"
20190132,2,"riparian, upland"
20190141,2,"riparian, upland"
20190145,2,"riparian, upland"
20190146,2,"riparian, upland"
20190148,2,"riparian, upland"
20190163,2,"passage, road"
20190166,2,"riparian, upland"
20190169,2,"riparian, upland"
20190179,2,"riparian, upland"
20190183,2,"instream, passage"
20190194,3,"instream, riparian, upland"
20190197,3,"instream, riparian, upland"
20190199,2,"riparian, upland"
20190200,2,"riparian, upland"
20190203,2,"riparian, upland"
20190207,2,"instream, riparian"
20190210,2,"riparian, upland"
20190213,2,"instream, riparian"
20190242,3,"instream, riparian, wetland"
20190315,3,"instream, passage, upland"
20190316,2,"riparian, upland"
20190317,3,"instream, riparian, upland"
20190319,2,"instream, riparian"
20190398,2,"instream, riparian"
20190400,2,"riparian, upland"
20190403,2,"instream, riparian"
20190459,2,"riparian, upland"
20190461,2,"passage, road"
20190462,2,"instream, riparian"
20190464,2,"riparian, passage"
20190465,2,"riparian, upland"
20190478,2,"instream, riparian"
20190481,2,"instream, riparian"
20190488,2,"passage, road"
20190489,2,"passage, road"
20190498,3,"instream, riparian, wetland"
20190506,4,"instream, riparian, passage, upland"
20190507,2,"riparian, upland"
20190516,4,"instream, riparian, road, upland"
20190517,2,"riparian, upland"
20190520,3,"instream, passage, road"
20190521,2,"riparian, upland"
20190526,4,"instream, riparian, passage, upland"
20190527,2,"instream, riparian"
20190528,2,"riparian, upland"
20190554,2,"riparian, passage"
20190558,2,"riparian, upland"
20190561,2,"instream, riparian"
20190567,2,"instream, road"
20190570,2,"riparian, upland"
20190573,2,"riparian, upland"
20190577,2,"instream, riparian"
20190578,2,"riparian, upland"
20190586,4,"instream, riparian, passage, wetland"
20190591,3,"riparian, upland, wetland"
20190592,2,"riparian, upland"
20190593,2,"passage, wetland"
20190599,2,"passage, upland"
20200003,2,"instream, riparian"
20200005,2,"instream, riparian"
20200007,2,"riparian, upland"
20200014,2,"upland, flow"
20200016,3,"instream, riparian, passage"
20200017,4,"instream, riparian, passage, screening"
20200019,2,"riparian, upland"
20200021,2,"riparian, upland"
20200022,2,"riparian, upland"
20200024,2,"riparian, upland"
20200025,2,"riparian, upland"
20200026,2,"riparian, upland"
20200031,2,"riparian, upland"
20200033,3,"instream, riparian, passage"
20200034,2,"screening, flow"
20200035,3,"riparian, upland, wetland"
20200036,2,"riparian, upland"
20200040,3,"instream, riparian, passage"
20200041,2,"riparian, upland"
20200047,2,"riparian, upland"
20200049,2,"riparian, upland"
20200050,2,"riparian, upland"
20200054,2,"riparian, upland"
20200058,2,"riparian, upland"
20200107,2,"riparian, passage"
20200110,2,"riparian, upland"
20200111,2,"riparian, upland"
20200135,2,"riparian, passage"
20200142,2,"riparian, upland"
20200143,2,"instream, riparian"
20200149,2,"riparian, upland"
20200152,2,"instream, riparian"
20200154,2,"road, upland"
20200167,3,"instream, riparian, passage"
20200168,3,"riparian, upland, wetland"
20200171,2,"riparian, upland"
20200176,2,"riparian, upland"
20200179,3,"instream, passage, wetland"
20200184,3,"instream, riparian, wetland"
20200185,2,"instream, wetland"
20200187,2,"instream, passage"
20200233,2,"instream, riparian"
20200238,2,"riparian, upland"
20200239,2,"instream, riparian"
20200281,2,"riparian, passage"
20200285,2,"riparian, upland"
20200291,3,"instream, riparian, passage"
20200293,2,"riparian, upland"
20200295,2,"instream, riparian"
20200298,2,"instream, riparian"
20200300,2,"riparian, upland"
20200301,3,"instream, riparian, passage"
20200302,3,"riparian, passage, estuarine"
20200303,2,"riparian, upland"
20200306,3,"instream, riparian, passage"
20200307,4,"instream, riparian, passage, upland"
20200313,2,"riparian, upland"
20200315,2,"instream, riparian"
20200317,2,"instream, riparian"
20200320,2,"instream, riparian"
20200325,2,"passage, road"
20200328,2,"passage, wetland"
20200335,3,"riparian, upland, wetland"
20200336,2,"instream, road"
20200340,2,"riparian, upland"
20200343,3,"instream, riparian, upland"
20200346,3,"instream, riparian, road"
20200347,2,"instream, riparian"
20200348,2,"riparian, upland"
20200349,3,"instream, riparian, upland"
20200351,2,"passage, road"
20200355,4,"instream, riparian, passage, road"
20200356,3,"instream, passage, road"
20200358,2,"passage, screening"
20200360,2,"instream, riparian"
20200363,2,"riparian, upland"
20200374,2,"passage, road"
20200376,2,"instream, passage"
20200382,2,"riparian, upland"
20200384,2,"riparian, passage"
20200388,2,"riparian, upland"
20200391,2,"instream, riparian"
20200393,3,"instream, riparian, passage"
20200395,2,"road, upland"
20200402,2,"riparian, upland"
20200406,2,"passage, estuarine"
20200407,3,"instream, riparian, wetland"
20200408,5,"instream, riparian, passage, road, wetland"
20210007,2,"riparian, upland"
20210008,2,"riparian, upland"
20210010,2,"riparian, upland"
20210011,2,"riparian, upland"
20210012,2,"riparian, upland"
20210016,2,"upland, wetland"
20210018,2,"riparian, upland"
20210021,2,"riparian, upland"
20210027,3,"instream, riparian, upland"
20210029,2,"instream, riparian"
20210034,2,"riparian, upland"
20210035,2,"riparian, upland"
20210037,2,"riparian, passage"
20210040,2,"riparian, upland"
20210047,2,"riparian, upland"
20210048,2,"riparian, upland"
20210050,3,"instream, riparian, upland"
20210053,3,"instream, riparian, passage"
20210056,2,"riparian, upland"
20210057,2,"instream, riparian"
20210060,2,"riparian, upland"
20210064,2,"instream, riparian"
20210067,2,"instream, upland"
20210070,2,"riparian, upland"
20210077,2,"instream, riparian"
20210078,2,"upland, estuarine"
20210084,2,"riparian, upland"
20210085,2,"riparian, upland"
20210086,2,"riparian, upland"
20210091,3,"instream, riparian, wetland"
20210096,2,"instream, riparian"
20210104,3,"instream, riparian, passage"
20210105,2,"riparian, upland"
20210106,2,"instream, riparian"
20210110,2,"riparian, passage"
20210111,3,"riparian, upland, wetland"
20210113,2,"riparian, upland"
20210114,2,"riparian, upland"
20210133,2,"riparian, upland"
20210135,3,"riparian, upland, wetland"
20210142,2,"instream, riparian"
20210147,2,"riparian, upland"
20210155,2,"passage, screening"
20210159,2,"passage, road"
20210193,3,"instream, passage, road"
20210232,2,"riparian, upland"
20210266,2,"riparian, wetland"
20210272,3,"riparian, passage, screening"
20210283,2,"instream, passage"
20210297,2,"riparian, upland"
20210302,2,"riparian, upland"
20210318,2,"riparian, upland"
20210321,2,"riparian, upland"
20210340,3,"instream, riparian, wetland"
20210353,3,"instream, riparian, passage"
